Intermediate,Pair,Parent_1,Parent_2
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Cl)ccc1N[C@H]2c1ccccc1,82,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Cl)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Cl)ccc1N[C@H]2c1ccccc1,82,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Cl)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Cl)cc(F)c1N[C@H]2c1ccc(F)cc1,82,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Cl)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Cl)cc(F)c1N[C@H]2c1ccc(F)cc1,82,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Cl)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Cl)cc(F)c1N[C@H]2c1ccccc1,82,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Cl)=CC(F)=C1N[C@H]2C1=CC=CC=C1
OCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccc(F)cc1,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
CC[N@H+](C)C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccc(F)cc1,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccc(F)cc1,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
OCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
CC[N@H+](C)C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccc(F)cc1,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
CC(C)(C)c1ccc2c(c1)[C@H]1O[C@@H](C[NH2+]CCO)CC[C@H]1[C@H](c1ccc(F)cc1)N2,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
CC[N@H+](C)C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccc(F)cc1,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccc(F)cc1,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccccc1,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
CC(C)(C)c1ccc2c(c1)[C@H]1O[C@@H](C[NH2+]CCO)CC[C@H]1[C@H](c1ccccc1)N2,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
CC[N@H+](C)C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccccc1,83,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC[N@H+](CCO)C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(C)(C)C)=CC=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,84,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C3CC3)ccc1N[C@H]2c1ccc(F)cc1,84,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccc(F)cc1,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
Fc1ccc([C@@H]2Nc3ccc(C(F)(F)F)cc3[C@H]3OCCC[C@H]32)cc1,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccc(F)cc1)N2,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccc(O)cc1,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccc(O)cc1,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
Oc1ccc([C@@H]2Nc3ccc(C(F)(F)F)cc3[C@H]3OCCC[C@H]32)cc1,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccc(O)cc1)N2,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccc(F)c(F)c1,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccc(F)c(F)c1,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
Fc1ccc([C@@H]2Nc3ccc(C(F)(F)F)cc3[C@H]3OCCC[C@H]32)cc1F,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccc(F)c(F)c1)N2,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccc(O)c(F)c1,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccc(O)c(F)c1,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
Oc1ccc([C@@H]2Nc3ccc(C(F)(F)F)cc3[C@H]3OCCC[C@H]32)cc1F,85,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1
Fc1ccc([C@@H]2Nc3ccc(C(F)(F)F)cc3[C@H]3OCCC[C@H]32)cc1,86,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,ClC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,86,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,ClC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
FC(F)(F)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,86,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,ClC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Cl)ccc1N[C@H]2c1ccc(F)cc1,86,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,ClC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
Fc1ccc([C@@H]2Nc3ccc(Cl)cc3[C@H]3OCCC[C@H]32)cc1,86,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,ClC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Cl)ccc1N[C@H]2c1ccccc1,86,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,ClC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccc(F)cc1,87,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=CS3)[C@@H]3CCCO[C@@H]3C2=C1
Fc1ccc([C@@H]2Nc3ccc(C(F)(F)F)cc3[C@H]3OCCC[C@H]32)cc1,87,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=CS3)[C@@H]3CCCO[C@@H]3C2=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccc(F)cc1)N2,87,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=CS3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1cccs1,87,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=CS3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1cccs1,87,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=CS3)[C@@H]3CCCO[C@@H]3C2=C1
FC(F)(F)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1cccs1)N2,87,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=CS3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH+](C)CCCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccc(F)cc1,88,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,88,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
C[NH+](C)CCCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,88,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)C)ccc1N[C@H]2c1ccc(F)cc1,88,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
CC(C)c1ccc2c(c1)[C@H]1O[C@@H](CNS(=O)(=O)CCC[NH+](C)C)CC[C@H]1[C@H](c1ccc(F)cc1)N2,88,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)C)ccc1N[C@H]2c1ccccc1,88,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccc(F)cc1,89,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,89,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,89,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)cc(F)c1N[C@H]2c1ccc(F)cc1,89,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)cc(F)c1N[C@H]2c1ccc(F)cc1,89,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)cc(F)c1N[C@H]2c1ccccc1,89,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)cc(F)c1N[C@H]2c1ccccc1,89,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccc(F)cc1,89,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccc(F)cc1,89,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccccc1,89,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccccc1,89,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)cc(F)c1N[C@H]2c1ccc(F)cc1,89,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=C(F)C=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
